Channel,Counts,Energy
147,0,36.75
148,0,37.0
149,0,37.25
150,0,37.5
151,0,37.75
152,0,38.0
153,0,38.25
154,0,38.5
155,0,38.75
156,0,39.0
157,0,39.25
158,0,39.5
159,0,39.75
160,0,40.0
161,0,40.25
162,0,40.5
163,0,40.75
164,0,41.0
165,0,41.25
166,0,41.5
167,0,41.75
168,0,42.0
169,0,42.25
170,0,42.5
171,0,42.75
172,0,43.0
173,0,43.25
174,0,43.5
175,0,43.75
176,0,44.0
177,0,44.25
178,0,44.5
179,0,44.75
180,0,45.0
181,0,45.25
182,0,45.5
183,0,45.75
184,0,46.0
185,0,46.25
186,0,46.5
187,0,46.75
188,0,47.0
189,0,47.25
190,0,47.5
191,0,47.75
192,0,48.0
193,0,48.25
194,0,48.5
195,0,48.75
196,0,49.0
197,0,49.25
198,0,49.5
199,0,49.75
200,0,50.0
201,0,50.25
202,0,50.5
203,0,50.75
204,0,51.0
205,0,51.25
206,0,51.5
207,0,51.75
208,0,52.0
209,0,52.25
210,0,52.5
211,0,52.75
212,0,53.0
213,0,53.25
214,0,53.5
215,0,53.75
216,0,54.0
217,0,54.25
218,0,54.5
219,0,54.75
220,0,55.0
221,0,55.25
222,0,55.5
223,0,55.75
224,0,56.0
225,0,56.25
226,0,56.5
227,0,56.75
228,0,57.0
229,0,57.25
230,0,57.5
231,0,57.75
232,0,58.0
233,0,58.25
234,0,58.5
235,0,58.75
236,0,59.0
237,0,59.25
238,0,59.5
239,0,59.75
240,0,60.0
241,0,60.25
242,0,60.5
243,0,60.75
244,0,61.0
245,0,61.25
246,0,61.5
247,0,61.75
248,0,62.0
249,0,62.25
250,0,62.5
251,0,62.75
252,0,63.0
253,0,63.25
254,0,63.5
255,0,63.75
256,0,64.0
257,0,64.25
258,0,64.5
259,0,64.75
260,0,65.0
261,0,65.25
262,0,65.5
263,0,65.75
264,0,66.0
265,0,66.25
266,0,66.5
267,0,66.75
268,0,67.0
269,0,67.25
270,0,67.5
271,0,67.75
272,0,68.0
273,0,68.25
274,0,68.5
275,0,68.75
276,0,69.0
277,0,69.25
278,0,69.5
279,0,69.75
280,0,70.0
281,0,70.25
282,0,70.5
283,0,70.75
284,0,71.0
285,0,71.25
286,0,71.5
287,0,71.75
288,0,72.0
289,0,72.25
290,0,72.5
291,0,72.75
292,0,73.0
293,0,73.25
294,0,73.5
295,0,73.75
296,0,74.0
297,0,74.25
298,0,74.5
299,0,74.75
300,0,75.0
301,0,75.25
302,0,75.5
303,0,75.75
304,0,76.0
305,0,76.25
306,0,76.5
307,0,76.75
308,0,77.0
309,0,77.25
310,0,77.5
311,0,77.75
312,0,78.0
313,0,78.25
314,0,78.5
315,0,78.75
316,0,79.0
317,0,79.25
318,0,79.5
319,0,79.75
320,0,80.0
321,0,80.25
322,0,80.5
323,0,80.75
324,0,81.0
325,0,81.25
326,0,81.5
327,0,81.75
328,0,82.0
329,0,82.25
330,0,82.5
331,0,82.75
332,0,83.0
333,0,83.25
334,0,83.5
335,0,83.75
336,0,84.0
337,0,84.25
338,0,84.5
339,0,84.75
340,0,85.0
341,0,85.25
342,0,85.5
343,0,85.75
344,0,86.0
345,0,86.25
346,0,86.5
347,1,86.75
348,0,87.0
349,0,87.25
350,0,87.5
351,0,87.75
352,0,88.0
353,0,88.25
354,1,88.5
355,0,88.75
356,0,89.0
357,0,89.25
358,0,89.5
359,0,89.75
360,0,90.0
361,0,90.25
362,0,90.5
363,0,90.75
364,0,91.0
365,0,91.25
366,0,91.5
367,0,91.75
368,0,92.0
369,0,92.25
370,0,92.5
371,0,92.75
372,0,93.0
373,0,93.25
374,0,93.5
375,0,93.75
376,0,94.0
377,0,94.25
378,0,94.5
379,0,94.75
380,0,95.0
381,0,95.25
382,0,95.5
383,0,95.75
384,0,96.0
385,0,96.25
386,0,96.5
387,0,96.75
388,0,97.0
389,0,97.25
390,0,97.5
391,0,97.75
392,0,98.0
393,0,98.25
394,0,98.5
395,0,98.75
396,0,99.0
397,0,99.25
398,0,99.5
399,0,99.75
400,0,100.0
401,0,100.25
402,0,100.5
403,0,100.75
404,0,101.0
405,0,101.25
406,0,101.5
407,0,101.75
408,0,102.0
409,0,102.25
410,0,102.5
411,0,102.75
412,0,103.0
413,0,103.25
414,0,103.5
415,1,103.75
416,0,104.0
417,0,104.25
418,0,104.5
419,0,104.75
420,0,105.0
421,0,105.25
422,0,105.5
423,0,105.75
424,0,106.0
425,0,106.25
426,0,106.5
427,0,106.75
428,0,107.0
429,0,107.25
430,0,107.5
431,0,107.75
432,0,108.0
433,0,108.25
434,1,108.5
435,0,108.75
436,0,109.0
437,0,109.25
438,0,109.5
439,0,109.75
440,0,110.0
441,0,110.25
442,0,110.5
443,0,110.75
444,0,111.0
445,0,111.25
446,0,111.5
447,0,111.75
448,0,112.0
449,0,112.25
450,0,112.5
451,1,112.75
452,0,113.0
453,0,113.25
454,0,113.5
455,0,113.75
456,1,114.0
457,0,114.25
458,0,114.5
459,0,114.75
460,0,115.0
461,0,115.25
462,0,115.5
463,0,115.75
464,0,116.0
465,1,116.25
466,0,116.5
467,0,116.75
468,0,117.0
469,1,117.25
470,0,117.5
471,0,117.75
472,2,118.0
473,0,118.25
474,1,118.5
475,2,118.75
476,0,119.0
477,1,119.25
478,2,119.5
479,2,119.75
480,0,120.0
481,0,120.25
482,1,120.5
483,2,120.75
484,0,121.0
485,4,121.25
486,1,121.5
487,0,121.75
488,2,122.0
489,1,122.25
490,1,122.5
491,2,122.75
492,2,123.0
493,0,123.25
494,2,123.5
495,1,123.75
496,1,124.0
497,1,124.25
498,0,124.5
499,0,124.75
500,3,125.0
501,0,125.25
502,2,125.5
503,2,125.75
504,1,126.0
505,1,126.25
506,0,126.5
507,1,126.75
508,1,127.0
509,0,127.25
510,2,127.5
511,1,127.75
512,0,128.0
513,1,128.25
514,0,128.5
515,1,128.75
516,0,129.0
517,1,129.25
518,1,129.5
519,1,129.75
520,1,130.0
521,0,130.25
522,1,130.5
523,0,130.75
524,0,131.0
525,1,131.25
526,2,131.5
527,0,131.75
528,2,132.0
529,2,132.25
530,1,132.5
531,1,132.75
532,1,133.0
533,4,133.25
534,3,133.5
535,3,133.75
536,2,134.0
537,2,134.25
538,1,134.5
539,2,134.75
540,2,135.0
541,3,135.25
542,1,135.5
543,3,135.75
544,0,136.0
545,3,136.25
546,0,136.5
547,0,136.75
548,2,137.0
549,2,137.25
550,0,137.5
551,1,137.75
552,3,138.0
553,1,138.25
554,0,138.5
555,0,138.75
556,0,139.0
557,0,139.25
558,2,139.5
559,3,139.75
560,2,140.0
561,0,140.25
562,2,140.5
563,0,140.75
564,2,141.0
565,2,141.25
566,1,141.5
567,0,141.75
568,2,142.0
569,3,142.25
570,0,142.5
571,1,142.75
572,0,143.0
573,2,143.25
574,0,143.5
575,0,143.75
576,2,144.0
577,1,144.25
578,0,144.5
579,4,144.75
580,1,145.0
581,3,145.25
582,5,145.5
583,2,145.75
584,3,146.0
585,1,146.25
586,0,146.5
587,0,146.75
588,0,147.0
589,1,147.25
590,0,147.5
591,1,147.75
592,2,148.0
593,0,148.25
594,1,148.5
595,0,148.75
596,0,149.0
597,2,149.25
598,2,149.5
599,1,149.75
600,3,150.0
601,0,150.25
602,2,150.5
603,0,150.75
604,2,151.0
605,2,151.25
606,2,151.5
607,0,151.75
608,1,152.0
609,1,152.25
610,3,152.5
611,1,152.75
612,1,153.0
613,2,153.25
614,0,153.5
615,1,153.75
616,1,154.0
617,1,154.25
618,0,154.5
619,1,154.75
620,0,155.0
621,0,155.25
622,2,155.5
623,1,155.75
624,1,156.0
625,1,156.25
626,0,156.5
627,2,156.75
628,1,157.0
629,2,157.25
630,0,157.5
631,2,157.75
632,1,158.0
633,0,158.25
634,3,158.5
635,0,158.75
636,2,159.0
637,1,159.25
638,0,159.5
639,0,159.75
640,0,160.0
641,0,160.25
642,3,160.5
643,1,160.75
644,1,161.0
645,1,161.25
646,1,161.5
647,1,161.75
648,1,162.0
649,0,162.25
650,2,162.5
651,0,162.75
652,3,163.0
653,2,163.25
654,0,163.5
655,8,163.75
656,0,164.0
657,0,164.25
658,0,164.5
659,0,164.75
660,0,165.0
661,1,165.25
662,0,165.5
663,0,165.75
664,4,166.0
665,0,166.25
666,2,166.5
667,1,166.75
668,3,167.0
669,2,167.25
670,3,167.5
671,1,167.75
672,2,168.0
673,3,168.25
674,3,168.5
675,2,168.75
676,1,169.0
677,1,169.25
678,4,169.5
679,0,169.75
680,1,170.0
681,2,170.25
682,1,170.5
683,1,170.75
684,1,171.0
685,1,171.25
686,3,171.5
687,0,171.75
688,1,172.0
689,0,172.25
690,3,172.5
691,4,172.75
692,0,173.0
693,0,173.25
694,3,173.5
695,2,173.75
696,2,174.0
697,4,174.25
698,2,174.5
699,2,174.75
700,1,175.0
701,2,175.25
702,3,175.5
703,4,175.75
704,2,176.0
705,3,176.25
706,2,176.5
707,1,176.75
708,4,177.0
709,1,177.25
710,3,177.5
711,2,177.75
712,1,178.0
713,0,178.25
714,1,178.5
715,3,178.75
716,1,179.0
717,1,179.25
718,4,179.5
719,0,179.75
720,4,180.0
721,3,180.25
722,1,180.5
723,2,180.75
724,4,181.0
725,1,181.25
726,0,181.5
727,0,181.75
728,0,182.0
729,1,182.25
730,0,182.5
731,3,182.75
732,1,183.0
733,5,183.25
734,0,183.5
735,2,183.75
736,1,184.0
737,3,184.25
738,1,184.5
739,2,184.75
740,5,185.0
741,0,185.25
742,1,185.5
743,1,185.75
744,0,186.0
745,2,186.25
746,0,186.5
747,3,186.75
748,1,187.0
749,4,187.25
750,1,187.5
751,1,187.75
752,0,188.0
753,2,188.25
754,3,188.5
755,2,188.75
756,0,189.0
757,0,189.25
758,1,189.5
759,1,189.75
760,1,190.0
761,2,190.25
762,0,190.5
763,1,190.75
764,0,191.0
765,3,191.25
766,2,191.5
767,1,191.75
768,4,192.0
769,2,192.25
770,0,192.5
771,0,192.75
772,1,193.0
773,0,193.25
774,2,193.5
775,2,193.75
776,1,194.0
777,2,194.25
778,1,194.5
779,5,194.75
780,0,195.0
781,0,195.25
782,1,195.5
783,0,195.75
784,0,196.0
785,2,196.25
786,0,196.5
787,1,196.75
788,0,197.0
789,1,197.25
790,1,197.5
791,1,197.75
792,0,198.0
793,2,198.25
794,0,198.5
795,1,198.75
796,0,199.0
797,0,199.25
798,1,199.5
799,0,199.75
800,1,200.0
801,0,200.25
802,0,200.5
803,0,200.75
804,0,201.0
805,2,201.25
806,0,201.5
807,0,201.75
808,2,202.0
809,0,202.25
810,0,202.5
811,1,202.75
812,2,203.0
813,1,203.25
814,0,203.5
815,0,203.75
816,2,204.0
817,1,204.25
818,0,204.5
819,0,204.75
820,2,205.0
821,0,205.25
822,0,205.5
823,3,205.75
824,2,206.0
825,1,206.25
826,1,206.5
827,2,206.75
828,1,207.0
829,1,207.25
830,1,207.5
831,0,207.75
832,0,208.0
833,2,208.25
834,0,208.5
835,1,208.75
836,1,209.0
837,0,209.25
838,1,209.5
839,0,209.75
840,0,210.0
841,2,210.25
842,0,210.5
843,1,210.75
844,2,211.0
845,0,211.25
846,1,211.5
847,1,211.75
848,0,212.0
849,0,212.25
850,0,212.5
851,0,212.75
852,0,213.0
853,0,213.25
854,2,213.5
855,0,213.75
856,1,214.0
857,0,214.25
858,1,214.5
859,0,214.75
860,1,215.0
861,1,215.25
862,0,215.5
863,0,215.75
864,1,216.0
865,0,216.25
866,0,216.5
867,1,216.75
868,0,217.0
869,0,217.25
870,0,217.5
871,0,217.75
872,1,218.0
873,0,218.25
874,0,218.5
875,0,218.75
876,0,219.0
877,0,219.25
878,0,219.5
879,0,219.75
880,0,220.0
881,1,220.25
882,1,220.5
883,0,220.75
884,1,221.0
885,1,221.25
886,0,221.5
887,0,221.75
888,0,222.0
889,1,222.25
890,0,222.5
891,1,222.75
892,0,223.0
893,2,223.25
894,0,223.5
895,0,223.75
896,1,224.0
897,1,224.25
898,0,224.5
899,2,224.75
900,1,225.0
901,0,225.25
902,1,225.5
903,0,225.75
904,1,226.0
905,0,226.25
906,0,226.5
907,0,226.75
908,2,227.0
909,0,227.25
910,1,227.5
911,0,227.75
912,2,228.0
913,0,228.25
914,0,228.5
915,1,228.75
916,0,229.0
917,1,229.25
918,3,229.5
919,0,229.75
920,0,230.0
921,0,230.25
922,0,230.5
923,2,230.75
924,2,231.0
925,1,231.25
926,1,231.5
927,1,231.75
928,1,232.0
929,1,232.25
930,1,232.5
931,0,232.75
932,0,233.0
933,1,233.25
934,2,233.5
935,0,233.75
936,1,234.0
937,0,234.25
938,0,234.5
939,0,234.75
940,0,235.0
941,1,235.25
942,0,235.5
943,0,235.75
944,0,236.0
945,0,236.25
946,1,236.5
947,0,236.75
948,1,237.0
949,0,237.25
950,0,237.5
951,0,237.75
952,0,238.0
953,0,238.25
954,0,238.5
955,0,238.75
956,1,239.0
957,0,239.25
958,0,239.5
959,0,239.75
960,0,240.0
961,0,240.25
962,0,240.5
963,2,240.75
964,0,241.0
965,0,241.25
966,0,241.5
967,0,241.75
968,0,242.0
969,0,242.25
970,1,242.5
971,0,242.75
972,1,243.0
973,0,243.25
974,0,243.5
975,1,243.75
976,2,244.0
977,2,244.25
978,0,244.5
979,2,244.75
980,0,245.0
981,2,245.25
982,1,245.5
983,1,245.75
984,0,246.0
985,0,246.25
986,0,246.5
987,0,246.75
988,1,247.0
989,0,247.25
990,2,247.5
991,0,247.75
992,0,248.0
993,2,248.25
994,0,248.5
995,0,248.75
996,1,249.0
997,2,249.25
998,0,249.5
999,0,249.75
1000,0,250.0
1001,0,250.25
1002,0,250.5
1003,1,250.75
1004,1,251.0
1005,0,251.25
1006,1,251.5
1007,0,251.75
1008,1,252.0
1009,2,252.25
1010,0,252.5
1011,0,252.75
1012,0,253.0
1013,0,253.25
1014,0,253.5
1015,0,253.75
1016,0,254.0
1017,0,254.25
1018,0,254.5
1019,0,254.75
1020,2,255.0
1021,0,255.25
1022,1,255.5
1023,0,255.75
1024,2,256.0
1025,1,256.25
1026,0,256.5
1027,0,256.75
1028,0,257.0
1029,0,257.25
1030,0,257.5
1031,1,257.75
1032,3,258.0
1033,0,258.25
1034,1,258.5
1035,0,258.75
1036,0,259.0
1037,1,259.25
1038,0,259.5
1039,0,259.75
1040,0,260.0
1041,1,260.25
1042,1,260.5
1043,0,260.75
1044,0,261.0
1045,1,261.25
1046,0,261.5
1047,1,261.75
1048,0,262.0
1049,1,262.25
1050,0,262.5
1051,1,262.75
1052,0,263.0
1053,1,263.25
1054,0,263.5
1055,0,263.75
1056,0,264.0
1057,0,264.25
1058,0,264.5
1059,0,264.75
1060,0,265.0
1061,1,265.25
1062,0,265.5
1063,1,265.75
1064,0,266.0
1065,1,266.25
1066,0,266.5
1067,0,266.75
1068,1,267.0
1069,1,267.25
1070,0,267.5
1071,0,267.75
1072,3,268.0
1073,2,268.25
1074,0,268.5
1075,0,268.75
1076,0,269.0
1077,1,269.25
1078,0,269.5
1079,0,269.75
1080,0,270.0
1081,0,270.25
1082,1,270.5
1083,1,270.75
1084,0,271.0
1085,0,271.25
1086,0,271.5
1087,2,271.75
1088,1,272.0
1089,2,272.25
1090,0,272.5
1091,0,272.75
1092,0,273.0
1093,0,273.25
1094,1,273.5
1095,0,273.75
1096,0,274.0
1097,1,274.25
1098,1,274.5
1099,0,274.75
1100,0,275.0
1101,0,275.25
1102,1,275.5
1103,0,275.75
1104,0,276.0
1105,1,276.25
1106,0,276.5
1107,2,276.75
1108,0,277.0
1109,2,277.25
1110,1,277.5
1111,0,277.75
1112,0,278.0
1113,0,278.25
1114,0,278.5
1115,1,278.75
1116,0,279.0
1117,0,279.25
1118,1,279.5
1119,0,279.75
1120,0,280.0
1121,0,280.25
1122,1,280.5
1123,1,280.75
1124,0,281.0
1125,1,281.25
1126,0,281.5
1127,0,281.75
1128,1,282.0
1129,1,282.25
1130,1,282.5
1131,0,282.75
1132,0,283.0
1133,1,283.25
1134,1,283.5
1135,1,283.75
1136,2,284.0
1137,0,284.25
1138,1,284.5
1139,1,284.75
1140,0,285.0
1141,2,285.25
1142,0,285.5
1143,0,285.75
1144,0,286.0
1145,1,286.25
1146,0,286.5
1147,2,286.75
1148,1,287.0
1149,0,287.25
1150,1,287.5
1151,2,287.75
1152,0,288.0
1153,0,288.25
1154,0,288.5
1155,1,288.75
1156,0,289.0
1157,0,289.25
1158,0,289.5
1159,2,289.75
1160,0,290.0
1161,0,290.25
1162,0,290.5
1163,0,290.75
1164,1,291.0
1165,0,291.25
1166,0,291.5
1167,1,291.75
1168,2,292.0
1169,0,292.25
1170,0,292.5
1171,0,292.75
1172,0,293.0
1173,0,293.25
1174,0,293.5
1175,0,293.75
1176,0,294.0
1177,0,294.25
1178,2,294.5
1179,1,294.75
1180,0,295.0
1181,0,295.25
1182,0,295.5
1183,1,295.75
1184,2,296.0
1185,2,296.25
1186,1,296.5
1187,2,296.75
1188,1,297.0
1189,0,297.25
1190,0,297.5
1191,0,297.75
1192,2,298.0
1193,1,298.25
1194,0,298.5
1195,1,298.75
1196,1,299.0
1197,0,299.25
1198,0,299.5
1199,1,299.75
1200,0,300.0
1201,0,300.25
1202,1,300.5
1203,1,300.75
1204,1,301.0
1205,0,301.25
1206,1,301.5
1207,0,301.75
1208,0,302.0
1209,1,302.25
1210,1,302.5
1211,1,302.75
1212,0,303.0
1213,1,303.25
1214,0,303.5
1215,0,303.75
1216,0,304.0
1217,0,304.25
1218,0,304.5
1219,0,304.75
1220,0,305.0
1221,0,305.25
1222,0,305.5
1223,0,305.75
1224,1,306.0
1225,1,306.25
1226,1,306.5
1227,2,306.75
1228,0,307.0
1229,0,307.25
1230,1,307.5
1231,0,307.75
1232,0,308.0
1233,2,308.25
1234,0,308.5
1235,0,308.75
1236,0,309.0
1237,1,309.25
1238,1,309.5
1239,0,309.75
1240,1,310.0
1241,1,310.25
1242,1,310.5
1243,0,310.75
1244,1,311.0
1245,0,311.25
1246,1,311.5
1247,1,311.75
1248,1,312.0
1249,0,312.25
1250,2,312.5
1251,0,312.75
1252,1,313.0
1253,0,313.25
1254,0,313.5
1255,1,313.75
1256,0,314.0
1257,1,314.25
1258,0,314.5
1259,0,314.75
1260,0,315.0
1261,0,315.25
1262,0,315.5
1263,0,315.75
1264,0,316.0
1265,1,316.25
1266,0,316.5
1267,0,316.75
1268,0,317.0
1269,2,317.25
1270,0,317.5
1271,0,317.75
1272,0,318.0
1273,1,318.25
1274,0,318.5
1275,0,318.75
1276,1,319.0
1277,0,319.25
1278,0,319.5
1279,0,319.75
1280,0,320.0
1281,1,320.25
1282,0,320.5
1283,1,320.75
1284,0,321.0
1285,1,321.25
1286,1,321.5
1287,2,321.75
1288,1,322.0
1289,0,322.25
1290,0,322.5
1291,0,322.75
1292,0,323.0
1293,2,323.25
1294,0,323.5
1295,1,323.75
1296,1,324.0
1297,1,324.25
1298,1,324.5
1299,0,324.75
1300,1,325.0
1301,0,325.25
1302,0,325.5
1303,0,325.75
1304,0,326.0
1305,0,326.25
1306,1,326.5
1307,2,326.75
1308,1,327.0
1309,0,327.25
1310,0,327.5
1311,0,327.75
1312,0,328.0
1313,0,328.25
1314,0,328.5
1315,0,328.75
1316,0,329.0
1317,0,329.25
1318,2,329.5
1319,0,329.75
1320,1,330.0
1321,1,330.25
1322,0,330.5
1323,0,330.75
1324,0,331.0
1325,0,331.25
1326,0,331.5
1327,1,331.75
1328,0,332.0
1329,0,332.25
1330,0,332.5
1331,0,332.75
1332,0,333.0
1333,0,333.25
1334,0,333.5
1335,0,333.75
1336,0,334.0
1337,0,334.25
1338,0,334.5
1339,0,334.75
1340,1,335.0
1341,1,335.25
1342,0,335.5
1343,0,335.75
1344,1,336.0
1345,1,336.25
1346,0,336.5
1347,1,336.75
1348,0,337.0
1349,0,337.25
1350,0,337.5
1351,1,337.75
1352,0,338.0
1353,1,338.25
1354,0,338.5
1355,0,338.75
1356,0,339.0
1357,0,339.25
1358,2,339.5
1359,0,339.75
1360,1,340.0
1361,1,340.25
1362,0,340.5
1363,1,340.75
1364,0,341.0
1365,0,341.25
1366,0,341.5
1367,0,341.75
1368,0,342.0
1369,0,342.25
1370,0,342.5
1371,0,342.75
1372,0,343.0
1373,0,343.25
1374,0,343.5
1375,0,343.75
1376,0,344.0
1377,1,344.25
1378,1,344.5
1379,0,344.75
1380,1,345.0
1381,1,345.25
1382,0,345.5
1383,0,345.75
1384,0,346.0
1385,0,346.25
1386,0,346.5
1387,0,346.75
1388,0,347.0
1389,0,347.25
1390,0,347.5
1391,0,347.75
1392,1,348.0
1393,0,348.25
1394,0,348.5
1395,0,348.75
1396,1,349.0
1397,0,349.25
1398,2,349.5
1399,0,349.75
1400,0,350.0
1401,2,350.25
1402,0,350.5
1403,0,350.75
1404,0,351.0
1405,0,351.25
1406,0,351.5
1407,0,351.75
1408,0,352.0
1409,0,352.25
1410,1,352.5
1411,1,352.75
1412,0,353.0
1413,0,353.25
1414,1,353.5
1415,0,353.75
1416,1,354.0
1417,0,354.25
1418,0,354.5
1419,0,354.75
1420,0,355.0
1421,0,355.25
1422,1,355.5
1423,0,355.75
1424,1,356.0
1425,1,356.25
1426,0,356.5
1427,0,356.75
1428,1,357.0
1429,0,357.25
1430,0,357.5
1431,0,357.75
1432,0,358.0
1433,0,358.25
1434,0,358.5
1435,0,358.75
1436,0,359.0
1437,0,359.25
1438,0,359.5
1439,2,359.75
1440,0,360.0
1441,0,360.25
1442,0,360.5
1443,0,360.75
1444,0,361.0
1445,0,361.25
1446,0,361.5
1447,1,361.75
1448,0,362.0
1449,0,362.25
1450,0,362.5
1451,0,362.75
1452,0,363.0
1453,0,363.25
1454,0,363.5
1455,0,363.75
1456,1,364.0
1457,0,364.25
1458,1,364.5
1459,0,364.75
1460,0,365.0
1461,0,365.25
1462,1,365.5
1463,0,365.75
1464,0,366.0
1465,0,366.25
1466,1,366.5
1467,1,366.75
1468,0,367.0
1469,3,367.25
1470,0,367.5
1471,0,367.75
1472,0,368.0
1473,0,368.25
1474,0,368.5
1475,0,368.75
1476,0,369.0
1477,0,369.25
1478,0,369.5
1479,0,369.75
1480,1,370.0
1481,1,370.25
1482,0,370.5
1483,0,370.75
1484,1,371.0
1485,1,371.25
1486,0,371.5
1487,1,371.75
1488,0,372.0
1489,0,372.25
1490,0,372.5
1491,0,372.75
1492,0,373.0
1493,0,373.25
1494,0,373.5
1495,1,373.75
1496,0,374.0
1497,0,374.25
1498,0,374.5
1499,2,374.75
1500,0,375.0
1501,0,375.25
1502,0,375.5
1503,0,375.75
1504,0,376.0
1505,0,376.25
1506,0,376.5
1507,0,376.75
1508,1,377.0
1509,0,377.25
1510,0,377.5
1511,0,377.75
1512,1,378.0
1513,0,378.25
1514,0,378.5
1515,0,378.75
1516,0,379.0
1517,0,379.25
1518,1,379.5
1519,1,379.75
1520,0,380.0
1521,1,380.25
1522,0,380.5
1523,1,380.75
1524,0,381.0
1525,0,381.25
1526,0,381.5
1527,0,381.75
1528,0,382.0
1529,0,382.25
1530,1,382.5
1531,1,382.75
1532,1,383.0
1533,1,383.25
1534,0,383.5
1535,0,383.75
1536,0,384.0
1537,0,384.25
1538,0,384.5
1539,2,384.75
1540,0,385.0
1541,0,385.25
1542,0,385.5
1543,0,385.75
1544,0,386.0
1545,1,386.25
1546,1,386.5
1547,0,386.75
1548,0,387.0
1549,0,387.25
1550,2,387.5
1551,0,387.75
1552,0,388.0
1553,0,388.25
1554,1,388.5
1555,0,388.75
1556,0,389.0
1557,0,389.25
1558,1,389.5
1559,1,389.75
1560,0,390.0
1561,0,390.25
1562,1,390.5
1563,0,390.75
1564,2,391.0
1565,1,391.25
1566,0,391.5
1567,0,391.75
1568,0,392.0
1569,0,392.25
1570,0,392.5
1571,0,392.75
1572,0,393.0
1573,0,393.25
1574,0,393.5
1575,0,393.75
1576,1,394.0
1577,0,394.25
1578,1,394.5
1579,1,394.75
1580,1,395.0
1581,1,395.25
1582,0,395.5
1583,0,395.75
1584,1,396.0
1585,0,396.25
1586,0,396.5
1587,0,396.75
1588,1,397.0
1589,0,397.25
1590,0,397.5
1591,0,397.75
1592,0,398.0
1593,0,398.25
1594,0,398.5
1595,0,398.75
1596,0,399.0
1597,0,399.25
1598,0,399.5
1599,0,399.75
1600,2,400.0
1601,0,400.25
1602,1,400.5
1603,1,400.75
1604,0,401.0
1605,0,401.25
1606,0,401.5
1607,0,401.75
1608,1,402.0
1609,0,402.25
1610,1,402.5
1611,1,402.75
1612,0,403.0
1613,0,403.25
1614,0,403.5
1615,0,403.75
1616,0,404.0
1617,1,404.25
1618,0,404.5
1619,0,404.75
1620,0,405.0
1621,3,405.25
1622,0,405.5
1623,0,405.75
1624,1,406.0
1625,0,406.25
1626,0,406.5
1627,0,406.75
1628,0,407.0
1629,0,407.25
1630,1,407.5
1631,1,407.75
1632,0,408.0
1633,0,408.25
1634,2,408.5
1635,0,408.75
1636,2,409.0
1637,0,409.25
1638,2,409.5
1639,1,409.75
1640,1,410.0
1641,0,410.25
1642,0,410.5
1643,1,410.75
1644,0,411.0
1645,0,411.25
1646,0,411.5
1647,1,411.75
1648,0,412.0
1649,0,412.25
1650,0,412.5
1651,0,412.75
1652,1,413.0
1653,0,413.25
1654,2,413.5
1655,2,413.75
1656,0,414.0
1657,0,414.25
1658,0,414.5
1659,0,414.75
1660,1,415.0
1661,0,415.25
1662,1,415.5
1663,0,415.75
