#
# Sample name: Sample title.

# Sample id: 
# Sample type: 
# User name: 
# Sample description: 
#
# Start time: 30-01-2024, 15:03:02
# Real time (s): 216.260
# Live time (s): 216.000
#
# Total counts: 11334
#
# Left marker: 20
# Right marker: 50
# Counts: 0
#
# Energy calibration coefficients (E = sum(Ai * n**i))
#    A0 = 0.000000e+00
#    A1 = 2.500000e-01
#    A2 = 0.000000e+00
#    A3 = 0.000000e+00
# Energy unit: keV
#
# Shape calibration coefficients (FWHM = B0 + B1*E^(1/2)  Low Tail= B2 + B3*E)
#    B0 = 1.000000e+00
#    B1 = 3.000000e-02
#    B2 = 0.000000e+00
#    B3 = 0.000000e+00
# Energy unit: keV
#
# Channel data
#     n     energy(keV)     counts     rate(1/s)
#--------------------------------------------------
   1	2.500e-01	0	0.000e+00
   2	5.000e-01	0	0.000e+00
   3	7.500e-01	0	0.000e+00
   4	1.000e+00	0	0.000e+00
   5	1.250e+00	0	0.000e+00
   6	1.500e+00	0	0.000e+00
   7	1.750e+00	0	0.000e+00
   8	2.000e+00	0	0.000e+00
   9	2.250e+00	0	0.000e+00
  10	2.500e+00	0	0.000e+00
  11	2.750e+00	0	0.000e+00
  12	3.000e+00	0	0.000e+00
  13	3.250e+00	0	0.000e+00
  14	3.500e+00	0	0.000e+00
  15	3.750e+00	0	0.000e+00
  16	4.000e+00	0	0.000e+00
  17	4.250e+00	0	0.000e+00
  18	4.500e+00	0	0.000e+00
  19	4.750e+00	0	0.000e+00
  20	5.000e+00	0	0.000e+00
  21	5.250e+00	0	0.000e+00
  22	5.500e+00	0	0.000e+00
  23	5.750e+00	0	0.000e+00
  24	6.000e+00	0	0.000e+00
  25	6.250e+00	0	0.000e+00
  26	6.500e+00	0	0.000e+00
  27	6.750e+00	0	0.000e+00
  28	7.000e+00	0	0.000e+00
  29	7.250e+00	0	0.000e+00
  30	7.500e+00	0	0.000e+00
  31	7.750e+00	0	0.000e+00
  32	8.000e+00	0	0.000e+00
  33	8.250e+00	0	0.000e+00
  34	8.500e+00	0	0.000e+00
  35	8.750e+00	0	0.000e+00
  36	9.000e+00	0	0.000e+00
  37	9.250e+00	0	0.000e+00
  38	9.500e+00	0	0.000e+00
  39	9.750e+00	0	0.000e+00
  40	1.000e+01	0	0.000e+00
  41	1.025e+01	0	0.000e+00
  42	1.050e+01	0	0.000e+00
  43	1.075e+01	0	0.000e+00
  44	1.100e+01	0	0.000e+00
  45	1.125e+01	0	0.000e+00
  46	1.150e+01	0	0.000e+00
  47	1.175e+01	0	0.000e+00
  48	1.200e+01	0	0.000e+00
  49	1.225e+01	0	0.000e+00
  50	1.250e+01	0	0.000e+00
  51	1.275e+01	0	0.000e+00
  52	1.300e+01	0	0.000e+00
  53	1.325e+01	0	0.000e+00
  54	1.350e+01	0	0.000e+00
  55	1.375e+01	0	0.000e+00
  56	1.400e+01	0	0.000e+00
  57	1.425e+01	0	0.000e+00
  58	1.450e+01	0	0.000e+00
  59	1.475e+01	0	0.000e+00
